job,job_category,job_description,median_salary,growth_in_ten,overall_score,salary_score,job_market_score,future_growth_score,stress_score,work_life_balance_score,upward_mobility,stress_level,flexibility,how_to_become,url,work_life_balance,promising_job,popular_word,times_pop,paid_count
Landscaper and Groundskeeper,Maintenance and Repair,"Landscapers plant trees, shrubs and flowers; fertilize plants; and construct outdoor walkways, patios and fences to surround their handiwork. Groundskeepers might also garden and plant, but they also paint fences, clean swimming pools, shovel snow and handle refuse removal.",34430.0,56900.0,6.1,4.6,6.0,8.0,10.0,8.0,Above Average,Low,Above Average,"Landscapers and Groundskeepers made a median salary of $34,430 in 2021. The best-paid 25% made $38,100 that year, while the lowest-paid 25% made $29,360. Formal education and certification aren't necessary for most work in this field, but Bottger says career-oriented landscapers and groundskeepers may consider pursuing both. ""It's incumbent on the individual to be on the search for certification programs and education opportunities, to stay up to date on the latest trends (and) latest equipment and to take advantage of cooperative education programs,"" he says. Certifications through organizations including the National Association of Landscape Professionals and the International Society of Arboriculture are offered at various levels that indicate a landscaper's or groundskeeper's level of experience. An inexperienced worker with no credentials could secure an entry-level position, then receive ample on-the-job training. ",https://money.usnews.com/careers/best-jobs/landscaper-and-groundskeeper,1,1,education,3,193
Maintenance and Repair Worker,Maintenance and Repair,"If it needs fixing, the resident maintenance and repair worker is likely the person to call. These workers maintain and repair machines, mechanical equipment, electrical switches and outlets in buildings. They are also responsible for ordering supplies and keeping detailed work records.",43180.0,76300.0,5.6,5.2,4.0,8.0,6.0,6.0,Average,Average,Average,"Maintenance and Repair Workers made a median salary of $43,180 in 2021. The best-paid 25% made $53,900 that year, while the lowest-paid 25% made $34,270. Many positions in the field typically require a high school diploma or equivalent and practical on-the-job training. Those new to the field can spend years learning their skills on the job from their more experienced colleagues, though some skills can be learned in high school shop or technical education classes, or at community colleges or vocational schools. Maintenance and repair workers may have to be licensed, and license requirements vary by state. Some may need to be licensed to do more complex tasks like electrical and plumbing work. Tenenbaum says his company prefers to hire people who have worked at least 15 years in skilled trades. ",https://money.usnews.com/careers/best-jobs/maintenance-and-repair-worker,1,1,maintenance,2,195
Medical Equipment Repairer,Maintenance and Repair,"Medical equipment breaks down just like all other machines, and when this happens, doctors call specialists trained in repairing, testing and installing these complex devices.",49910.0,10000.0,5.5,5.6,4.0,6.0,6.0,6.0,Average,Average,Average,"Medical Equipment Repairers made a median salary of $49,910 in 2021. The best-paid 25% made $69,920 that year, while the lowest-paid 25% made $38,250. Technicians need an associate degree in biomedical technology or engineering. A bachelor's degree may be required for some specializations and is essential for advancement. Repairers must learn how to use and troubleshoot each piece of medical equipment, often through technical training provided by medical device manufacturers. Additional education is required as new technologies are introduced. ""Continuing education is very much a part of these positions,"" says Karen Waninger, executive administrative director of clinical engineering at Franciscan Health in Indiana. ""Specialized training is almost always available when there is a need for it."" ",https://money.usnews.com/careers/best-jobs/medical-equipment-repairer,1,1,medical,3,197
Janitor,Maintenance and Repair,"If you work in an office, hospital, high school or university, you can likely thank a janitor for the clean floors, restrooms and windows. Janitors also often secure and repair buildings.",29760.0,85500.0,5.1,4.3,2.0,8.0,10.0,6.0,Below Average,Low,Average,"Janitors made a median salary of $29,760 in 2021. The best-paid 25% made $36,730 that year, while the lowest-paid 25% made $24,550. Some initial training will seem inherent to anyone who has performed household chores: sweeping floors, scrubbing toilets and changing light bulbs. But most janitors use specialized equipment, like wet-and-dry vacuums and pressure washers, so the training they receive on the clock is invaluable. A formal education isn't necessary to secure entry-level employment, but companies are increasingly seeking experienced candidates who have received competency certification from either the Building Service Contractors Association International or the ISSA. ",https://money.usnews.com/careers/best-jobs/janitor,1,1,janitors,2,199
Auto Mechanic,Maintenance and Repair,"From convertibles to commercial vehicles, auto mechanics examine, inspect and repair all kinds of vehicles.",46880.0,10600.0,4.5,5.4,4.0,4.0,6.0,4.0,Average,Average,Below Average,"Auto Mechanics made a median salary of $46,880 in 2021. The best-paid 25% made $59,950 that year, while the lowest-paid 25% made $35,680. While it’s not necessary to earn a degree before becoming an automotive technician, earning an associate degree can be helpful, and many employers prefer to hire technicians who have completed a program at a college or vocational school.“I’m a big fan of at least getting a two-year degree,” Spohr says, adding that many academic skills learned in school can help an automotive technician succeed. Reading comprehension is important for understanding repair manuals from auto manufacturers, speech and communication classes can come in handy when interacting with customers, and writing skills are essential for creating repair orders that spell out what’s needed to fix the vehicle.Even some psychology can come into play when dealing with customers, according to Spohr. After experiencing car trouble, a customer’s first point of contact may be the automotive technician who has to deal with a range of possible situations. “Their car just broke down on their way to work, and they had to take their kids to school and they had a doctor’s appointment. Now they have to cancel all that,” he says.One way for students to determine their interest in exploring auto mechanics as a career is attending a high school auto shop class. Post high school, Spohr recommends finding and enrolling in a training program, even if that means moving to a new town to be nearer to the college or vocational school where the program is offered.“Having advanced training is absolutely mandatory,” he says. “Ten, 20, 30 years ago, you could pretty much fumble your way around fixing a car, and (now) it’s just not so. With the computer controls and the amount of electronics that are in vehicles today, you do have to find some training sources.” ",https://money.usnews.com/careers/best-jobs/auto-mechanic,0,0,school,6,201
Exterminator,Maintenance and Repair,"From cockroaches and termites to rodents and birds, exterminators remove animals, insects and other creatures from homes and other buildings.",37540.0,6100.0,4.4,4.8,4.0,4.0,4.0,6.0,Average,Above Average,Average,"Exterminators made a median salary of $37,540 in 2021. The best-paid 25% made $46,700 that year, while the lowest-paid 25% made $30,520. Usually, the minimum education requirement is a high school diploma or its equivalent. In most states, pest control workers must be licensed, though specific licensing requirements vary by state. Most employers offer on-the-job training, which typically lasts less than three months. Exterminators can study a specialization, such as rodent control or fumigation. ",https://money.usnews.com/careers/best-jobs/exterminator,1,0,exterminators,2,203
Lawyer,Social Services,"While not all legal proceedings resemble a scene from “Law & Order,” law is still an exciting profession. Lawyers both advise and represent clients in settings ranging from courts to government agency buildings. Lawyers also research and analyze legal issues; interpret laws, rulings and regulations; and present facts and argue on behalf of clients.",127990.0,80200.0,7.5,8.9,8.0,8.0,2.0,4.0,Above Average,High,Below Average,"Lawyers made a median salary of $127,990 in 2021. The best-paid 25% made $194,580 that year, while the lowest-paid 25% made $81,620. In the U.S., lawyers must earn a Juris Doctor degree, or J.D., after earning their bachelor’s degree. This can mean four years pursuing a bachelor’s degree, followed by three years of law school – or four years if a student attends law school part-time. Students must pass an exam to be admitted to law school. This might be the LSAT or the GRE, depending on the school. As students narrow down their top choices, they should note which test to study for. It is also worth checking whether their programs of interest are offered by one of the 199 American Bar Association-approved law schools.Following law school graduation, prospective attorneys must pass the multiday bar exam for the state in which they want to practice. Each state has its own bar exam and procedure to become licensed, but some states offer reciprocity, meaning that qualified lawyers in good standing can apply to practice in an eligible state without taking another bar exam.Lawyers also may have to meet continuing education requirements throughout their careers. In Texas, Santamaria says, that means completing 15 hours of continuing education each year, some of which must be ethics training.“I will say, as a practicing attorney, almost every attorney needs it,” he says. “We’re constantly in training. It comes naturally with the job.” ",https://money.usnews.com/careers/best-jobs/lawyer,0,1,law,5,205
Mental Health Counselor,Social Services,"Maintaining good mental health is just as important in day-to-day life as maintaining good physical health. Mental health counselors help people cope with and beat things like depression, stress and anxiety.",49130.0,13300.0,6.5,5.5,10.0,6.0,2.0,6.0,Average,High,Average,"Mental Health Counselors made a median salary of $49,130 in 2021. The best-paid 25% made $69,260 that year, while the lowest-paid 25% made $38,630. Mental health counselors typically must complete a master’s program and internship, according to the Bureau of Labor Statistics. Though there’s not a particular undergraduate major prospective mental health counselors must pursue, it may be helpful to earn a bachelor’s degree in a relevant field, such as psychology, sociology or human services.“It's just a really broad interdisciplinary field at our core, so that brings a lot of unique perspectives into the traditional psychological concepts that we explore in the graduate program,” Beeson says.After graduating, mental health counselors need to complete supervised clinical training before they can receive a license.Mental health counselors should also expect to continue learning after their program ends, since relevant areas of the field including diagnostic systems, treatment interventions and neuroscience frequently change. “It’s crucial to be engaged in continuing education,” Beeson says.Having certain personal characteristics can also be important for success in the field.Empathy “gets people in the door, but then … it’s a real commitment to be curious and to elevate self-understanding and self-exploration,” Beeson says. “A lot of people don't understand the degree of self-awareness and exploration that goes into the training, and that continues into your clinical work.” ",https://money.usnews.com/careers/best-jobs/mental-health-counselor,1,1,mental,5,207
School Psychologist,Social Services,"School psychologists can bear a heavy load, assisting students who might be struggling academically or emotionally. You must hold a master’s degree and love helping others, and many in this field find the work rewarding.",78780.0,3200.0,6.4,7.0,10.0,6.0,4.0,6.0,Average,Above Average,Average,"School Psychologists made a median salary of $78,780 in 2021. The best-paid 25% made $100,040 that year, while the lowest-paid 25% made $62,070. After obtaining a bachelor's degree, aspiring school psychologists will need to complete a graduate degree program in school psychology, and may choose to go on for a doctorate after that. Most of the programs in the U.S. require their students to complete academic coursework, supervised fieldwork and an internship in order to graduate. After graduating, school psychologists will need to obtain a license in the state where they hope to practice. Licensure requirements vary by state. National certification, which is optional, but nonetheless demonstrates a high level of expertise, is offered through the National Association of School Psychologists. ",https://money.usnews.com/careers/best-jobs/school-psychologist,1,1,school,5,209
Pilot,Social Services,"Pilots fly and operate aircraft, including airplanes, helicopters and military aircraft. Pilots work for passenger and cargo airlines of various sizes, corporations, wealthy individuals, and law enforcement agencies.",134630.0,7700.0,6.4,9.2,6.0,6.0,4.0,8.0,Above Average,Above Average,Above Average,"Pilots made a median salary of $134,630 in 2021. The best-paid 25% made $208,000 that year, while the lowest-paid 25% made $100,550. A college degree isn’t a blanket requirement to become a pilot. But some airlines require a degree, so it’s recommended to give yourself the best choice of jobs in this field. Pilots receive a lot of on-the-job training, but Dornacker says, “normally, you get training from a scheduled operator trainer. There are Part 141 schools, which is a school that actually has a syllabus to it. They are moderate to expensive cost.” Military, college or civilian flight schools are the typical routes to becoming a pilot, says Shane Bise, first officer at NetJets, a private jet company based in Columbus, Ohio.  “With college and civilian training, one typically starts as a student pilot and works up through their commercial pilot license,” says Bise, who is based in Cleveland.At that point, they have a few options. “Most go on to become flight instructors; however, some go on to tow banners in high tourist areas,” he says. “Sometimes, one can get lucky and find a smaller operator willing to give them a chance as a low-time pilot, but those opportunities are few and far between. After building up to between 1,000 and 1,500 hours (of actual pilot flying time), many more opportunities open up due to eligibility for the ATP license, which is the highest license available to a commercial pilot.” If a high salary is important to you, Dornacker says consider attending an aviation college, which could almost guarantee you a job after you graduate. That said, tuition and other fees could cost you well into the six figures. “It’s not very lucrative starting out because typically your first year, the salary is somewhere between the $30,000 and $50,000 range as a first officer,” he says. “As you get more senior with time, the better flying jobs come, and of course the better pay. The pay can exceed $350,000 a year now as a senior airline pilot at a place like FedEx, UPS or Delta.” If you’re considering a career as a pilot, Dornacker says you must pass a medical exam. “The first thing I would do before I put any serious money down in flight training is see if you can pass an Federal Aviation Administration Class 1 medical exam, because if you can’t, there’s no sense in spending any money on training. If you can hold a Class 2 medical but not a Class 1, at least you can become a corporate pilot. In order to work for a scheduled air carrier, you must have FAA Class 1 medical.” Pilots should also have strong math skills and a good grasp of mechanics, Bise says. “One skill that I think is often overlooked is customer service. … A pilot telling passengers what is causing a delay is such a small thing but goes a long way in conveying confidence and calmness to passengers, especially those who are nervous fliers.”Dornacker adds, “It’s good to be a good three-dimensional thinker because you’re operating in a three-dimensional environment. Let’s face it: We’re taking a very heavy aircraft/vehicle, putting it up at 37,000 feet at three-quarters the speed of sound, flying in pressurized, air-conditioned comfort. You’ve got to be able to tie all this stuff together and be a quick thinker when something does go amiss and have a solution to it.”In those quick-thinking situations, Dornacker says pilots primarily use the aircraft manuals to determine the appropriate fix and are only expected to have a few things memorized. While there’s no continuing education required as a pilot, Dornacker says, “you do have to prove yourself as an airline captain every six or nine months, depending on the air carrier and the FAA.” For that, you can expect to spend a couple days in ground school, which will cover any changes to rules and regulations, company policy updates and instruction in crew resource management. “After you do that, then you go off to the flight simulators.” ",https://money.usnews.com/careers/best-jobs/pilot,1,1,pilot,12,211
Substance Abuse and Behavioral Disorder Counselor,Social Services,Counselors provide treatment for their patients while also possibly running outreach programs.,48520.0,77500.0,6.3,5.5,4.0,8.0,4.0,8.0,Below Average,Above Average,Above Average,"Substance Abuse and Behavioral Disorder Counselors made a median salary of $48,520 in 2021. The best-paid 25% made $61,660 that year, while the lowest-paid 25% made $38,520. There isn't a firm academic threshold one has to meet to enter the occupation, although a majority of states require a form of certification. But as Stephen Gumbley, director of the New England Addiction Technology Transfer Center, notes, the incorporation of behavioral health into the field is upping the ante for education. ""The scope of the work has widened,"" he says, explaining that counselors over the past 15 years not only have knowledge about substance disorders, but also their strong correlation to mental disorders. That crossover has led many entering the field to obtain bachelor's and master's degrees rather than rely squarely on work experience. Still, even with the uptick of counselors with degrees, individuals working as recovery support specialists often rely on real-world experience. ",https://money.usnews.com/careers/best-jobs/substance-abuse-counselor,1,1,counselors,3,213
School Counselor,Social Services,"This can be one of the most gratifying professions, as school counselors see students move forward in life and achieve great things. The necessary training varies by state, however, most hold a master’s degree.",60510.0,32400.0,6.1,6.1,6.0,8.0,4.0,6.0,Below Average,Above Average,Average,"School Counselors made a median salary of $60,510 in 2021. The best-paid 25% made $77,210 that year, while the lowest-paid 25% made $47,390. Working in counseling requires a significant amount of training. Specific requirements to earn a practicing license or certificate vary by state, but most school counselors must have at least a master's degree. During their time at an accredited degree program, an aspiring counselor will most likely get supervised experience in the field, and some states require applicants to have one to two years of classroom teaching experience before receiving certification. Some public school systems may prefer candidates to have both counseling and teaching certificates. ",https://money.usnews.com/careers/best-jobs/school-counselor,1,1,school,3,215
Community Health Worker,Social Services,"Community health workers serve as a bridge between the community and health professionals, working with both to promote wellness.",46590.0,10600.0,6.1,5.4,6.0,8.0,4.0,4.0,Average,Above Average,Below Average,"Community Health Workers made a median salary of $46,590 in 2021. The best-paid 25% made $59,280 that year, while the lowest-paid 25% made $36,940. Most community health workers have at least a high school diploma and sometimes a one-year certificate or two-year associate's degree in wellness or some related subject area. Once CHWs are hired, there is often some on-the-job training. But perhaps more important than any degree or certificate is a deep understanding of the community they are seeking to serve. ""The CHW profession is a calling, and I feel those who become CHWs most likely are or should already be engaged in serving the community in some capacity,"" Fox says. ""In other words, it's my belief that this is not a profession that you can simply join due to some training or certificate."" ",https://money.usnews.com/careers/best-jobs/community-health-worker,0,1,community,4,217
Paralegal,Social Services,"A lawyer’s workload is rarely small, which is where paralegals come in. These professionals support lawyers by maintaining and organizing legal files, doing research and drafting documents.",56230.0,49900.0,6.1,5.9,4.0,8.0,6.0,6.0,Average,Average,Average,"Paralegals made a median salary of $56,230 in 2021. The best-paid 25% made $72,750 that year, while the lowest-paid 25% made $45,390. There is no single path for becoming a paralegal. Some employers value on-the-job training and are willing to hire someone without legal experience. But here’s how many paralegals get started:1. Earn a postsecondary degree. While some in the profession have an associate degree in paralegal studies, many employers prefer candidates with a bachelor’s degree.2. Get a certificate in paralegal studies. Though not required, certificate programs provide an intense introduction to the field. They can last anywhere from four months to two years, but make sure the program is approved by the American Bar Association before enrolling.3. Gain internship experience. Completing an established internship program frequently leads to being hired. But some employers hire college graduates and provide their own on-the-job training.Before enrolling in either an associate degree or certificate program, a prospective paralegal should investigate the placement rate of recent graduates. This can help you map out your next steps after earning a degree or certificate. ",https://money.usnews.com/careers/best-jobs/paralegal,1,1,degree,5,219
Delivery Truck Driver,Social Services,Delivery truck drivers transport packages and goods to places ranging from businesses to residential neighborhoods to college campuses.,38280.0,110700.0,6.1,4.9,4.0,8.0,6.0,6.0,Average,Average,Average,"Delivery Truck Drivers made a median salary of $38,280 in 2021. The best-paid 25% made $48,790 that year, while the lowest-paid 25% made $30,350. After earning a high school diploma or equivalent, many new delivery truck drivers receive in-house training at their companies. This training can last anywhere from two to three months and involves a driving mentor riding along with a new employee to ensure he or she is able to comfortably navigate a massive truck on cramped streets.  McMackin says UPS offers a similar training for its new hires. ""The company spends 1.3 million hours a year on just safety training for everything from hazmat to safe driving,"" he says. ""Then, there are also safe work methods – in other words, how not to injure yourself while doing the job, how to lift with the leg and how to keep packages in your power zone, which is between your knees and your shoulders.""  Drivers typically receive classroom instruction as well. Lessons center on package drop-offs, returns, taking payments and handling damaged goods. For most delivery truck driving jobs, a valid driver's license and clean driving record are required. ",https://money.usnews.com/careers/best-jobs/delivery-truck-driver,1,1,truck,4,221
Recreation and Fitness Worker,Social Services,"The scope and tasks of recreation and fitness workers vary from yoga instructors to camp counselors, however, one common trait is the love of working with people.",30930.0,85800.0,5.8,4.4,2.0,8.0,8.0,10.0,Average,Below Average,High,"Recreation and Fitness Workers made a median salary of $30,930 in 2021. The best-paid 25% made $46,910 that year, while the lowest-paid 25% made $27,390. There’s no one-size-fits-all path to becoming a recreation and fitness worker. Many jobs in this field require only a high school diploma or equivalent paired with on-the-job training. However, some seasonal and part-time positions can be held by high school students, and other roles may require a bachelor’s degree or some college.Certification and training requirements vary depending on the employer and the specific job. For example, lifeguards must obtain lifeguard certification and professionals who work in childcare may need to take classes such as the American Red Cross’ Advanced Child Care Training course or obtain credentials such as Certified Childcare Professional. Therapeutic recreation staff members, who work with people who have disabilities, may need a Certified Therapeutic Recreation Specialist credential.Many gyms require personal trainers to be certified, and fitness instructors should complete training specific to the exercise class they want to teach, such as Zumba or spinning.Some roles, such as lifeguard and camp counselor, can also require CPR/automated external defibrillator and first aid certification.The National Recreation and Parks Association offers professionals four certification programs to demonstrate their proficiency: Certified Park and Recreation Professional, Certified Playground Safety Inspector Certification, Certified Park and Recreation Executive, and Aquatic Facility Operator Certification.“My educational background wasn’t directly related to parks and recreation, so I got the Certified Park and Recreation Professional certification, which I thought was really helpful,” Braxton says.Some colleges and universities offer bachelor’s degree programs related to the field, with majors including therapeutic recreation, leisure and sport management, and recreation leadership. The Council on Accreditation of Parks, Recreation, Tourism and Related Professions offers a directory of accredited degree programs in the U.S. ",https://money.usnews.com/careers/best-jobs/recreation-and-fitness-worker,1,1,recreation,12,223
Biomedical Engineer,Engineering,"Biomedical engineering allows for a variety of job opportunities, with positions available in industries ranging from medical equipment and pharmaceutical manufacturing to scientific research.",97410.0,1700.0,6.3,7.8,,6.0,6.0,6.0,Average,Average,Average,"Biomedical Engineers made a median salary of $97,410 in 2021. The best-paid 25% made $123,400 that year, while the lowest-paid 25% made $75,780. Those looking to go into biomedical engineering need to have at least a bachelor's degree from a biomedical engineering program. Alternatively, these professionals can earn an undergraduate degree in a different type of engineering and either complete a graduate degree in biomedical engineering or receive on-the-job training in biomedical engineering.However, Ph.D. programs and postdoctoral appointments are also helpful in landing good positions. Lavik earned undergraduate, graduate and doctoral degrees from MIT in materials science and engineering, and the additional schooling has served her career well. ""Co-ops and internships in industry and research experiences in labs at the undergraduate level make a huge difference in both understanding the work and in finding jobs and deciding on whether to pursue graduate work,"" Lavik says. ",https://money.usnews.com/careers/best-jobs/biomedical-engineer,1,1,engineering,6,225
Petroleum Engineer,Engineering,"Petroleum engineers design equipment that extracts oil from reservoirs, which are deep pockets of rock that contain oil and gas deposits. They spend a lot of time gathering and analyzing data to extract the oil in the safest and most cost-effective ways possible.",130850.0,1900.0,6.3,9.0,,4.0,4.0,4.0,Above Average,Above Average,Below Average,"Petroleum Engineers made a median salary of $130,850 in 2021. The best-paid 25% made $167,750 that year, while the lowest-paid 25% made $100,880. To obtain an entry-level job, prospective petroleum engineers will need to get a bachelor's degree in engineering or petroleum engineering, preferably from an ABET-accredited program. Any programs that offer practical experience, or the opportunity to intern, are particularly valuable because employers highly value practical experience.  Although a Professional Engineering license or a Society of Petroleum Engineers certification aren't necessities, they can be helpful when it comes to advancing in the field. ",https://money.usnews.com/careers/best-jobs/petroleum-engineer,0,0,petroleum,4,227
Environmental Engineer,Engineering,"Environmental engineers combine knowledge of engineering, soil science, biology and chemistry to solve environmental problems. A huge part of the job is working to improve recycling, waste disposal, public health, water and air pollution control.",96820.0,1800.0,5.7,7.8,,4.0,6.0,6.0,Above Average,Average,Average,"Environmental Engineers made a median salary of $96,820 in 2021. The best-paid 25% made $126,190 that year, while the lowest-paid 25% made $74,850. Environmental engineers will need at least a bachelor's degree in civil, chemical, environmental or general engineering. Environmental engineering is a relatively new discipline. Wittliff, who earned a bachelor's degree in mechanical engineering in 1972, says, ""If you're older than 50 and practicing as an environmental engineer, you don't have a bachelor's degree in environmental engineering."" Those who take the environmental engineering route can expect to work in the classroom, laboratory and out in the field. Some programs also make it easier to get your master's with a five-year program, which combines both bachelor's and master's degrees. A master's degree, though not necessary to find a job, can open opportunities teaching at higher education institutions or performing research. Wittliff followed up his bachelor's degree with an MBA. Additionally, after working a few years in the field, many environmental engineers choose to get licensed as a professional engineer by graduating from an accredited program, earning four years of professional experience and passing both the Fundamentals of Engineering and the Professional Engineering exams. ",https://money.usnews.com/careers/best-jobs/environmental-engineer,1,0,environmental,8,229
Civil Engineer,Engineering,"From the street in front of your home to the Golden Gate Bridge, civil engineers are responsible for the design and maintenance of public works and facilities. Civil engineers are involved from start to finish in the process of constructing buildings, bridges and roads.",88050.0,22100.0,5.6,7.4,4.0,6.0,6.0,4.0,Above Average,Average,Below Average,"Civil Engineers made a median salary of $88,050 in 2021. The best-paid 25% made $117,270 that year, while the lowest-paid 25% made $74,250. Students considering a career in engineering should be curious about how the world around them works. They should also have an aptitude for math and science, and take at least three years of each in high school to prepare for college. Civil engineering hopefuls must earn at least a bachelor’s degree. According to the BLS, this might be a degree in civil engineering, civil engineering technologies, or a related field, like construction. Some senior positions, such as managerial roles, may require a master’s or doctoral degree, and other roles may require additional certification such as a professional engineer license.If you hope to obtain a professional engineer license, your bachelor’s degree should be from a program certified by the Accreditation Board for Engineering and Technology. As the first step in the process, graduates or soon-to-be-graduates must sit for the Fundamentals of Engineering exam. Those who pass the exam become engineers-in-training. After at least four years of work experience as an engineer-in-training, candidates can sit for the Principles and Practice of Engineering exam. Passing this exam earns the professional engineer license. Engineers with a PE license can sign off on projects, approve design plans and oversee the work of other engineers.Continuing education requirements to maintain a PE license vary by state or territory.Engineers can also earn certifications specific to their work, and options are available in water resources engineering, geotechnical engineering, coastal engineering and more.“It really depends on what you’re doing,” Lehman says. “For example, I’m a professional engineer, but I’m also a certified environmental sustainability professional. In what I’m doing, it’s important that we’re looking at a future vision.” ",https://money.usnews.com/careers/best-jobs/civil-engineer,0,1,engineering,10,231
Mechanical Engineer,Engineering,"Someone with a mechanical engineering degree has many job options for his or her career path. The skills of a mechanical engineer are needed in many industries and on many types of projects, from vehicle manufacturing to nanotechnology. Mechanical engineers are involved in the production of mechanical instruments and tools from start to finish, and their work includes aspects of design, development and testing.  ",95300.0,6400.0,5.1,7.7,4.0,4.0,6.0,8.0,High,Average,Above Average,"Mechanical Engineers made a median salary of $95,300 in 2021. The best-paid 25% made $120,180 that year, while the lowest-paid 25% made $76,050. For most mechanical engineering jobs, you'll need a bachelor's degree bearing the occupation's name. Management hopefuls may need a master's degree. Along with a degree from an accredited program and four years of relevant work experience, those offering their services on an independent basis must pass a state-specific exam to get a license – a requirement in all 50 states and the District of Columbia.""Find a company that lets you continue to learn,"" Seering says. ""On the first job, that's more important than location or salary."" He says many mechanical engineering graduates spend their 20s bouncing around to different jobs and concentrations. By their 30s, they've largely figured out where they want to work in the field. ",https://money.usnews.com/careers/best-jobs/mechanical-engineer,1,0,mechanical,3,233
Architect,Engineering,"An architect is involved in every step of a building’s design and construction, from the foundation up.",80180.0,3300.0,4.7,7.1,4.0,4.0,4.0,6.0,Average,Above Average,Average,"Architects made a median salary of $80,180 in 2021. The best-paid 25% made $102,160 that year, while the lowest-paid 25% made $62,500. To practice in most states, architects will need to graduate from one of the schools of architecture that are accredited by the National Architectural Accrediting Board. Students can enroll in a five-year bachelor's degree program. Architects can also get a master's degree that takes anywhere from one to five years to complete. Upon graduation, students must complete a training period or internship, which typically lasts about three years.Only after the training period is complete are you eligible to sit for the Architect Registration Exam. After passing this exam, architects will have to obtain a state-specific license. And to keep licensure in most states, architects will have to keep up with continuing education standards. ",https://money.usnews.com/careers/best-jobs/architect,1,0,architects,5,235
Environmental Engineering Technician,Engineering,"Environmental engineering technician positions are ideal for team-oriented workers, as these professionals collaborate with other technicians and engineers to develop plans and create devices to reduce environmental pollution.",48390.0,600.0,4.7,5.5,,6.0,6.0,6.0,Average,Average,Average,"Environmental Engineering Technicians made a median salary of $48,390 in 2021. The best-paid 25% made $66,870 that year, while the lowest-paid 25% made $37,850. To become an environmental engineering technician, you'll need to get an associate degree in applied engineering technology, environmental engineering technology or another related field of study. You can find these sorts of programs, which might include courses in environmental management systems, industrial hygiene and monitoring and sampling, at technical colleges and community colleges. ",https://money.usnews.com/careers/best-jobs/environmental-engineering-technician,1,1,environmental,4,237
Cartographer,Engineering,"A modern road trip may not include nearly as many paper maps as it used to, but cartographers, who are map artists in a sense, are still in demand as online maps and GPS technologies continue to change and develop.",68900.0,300.0,4.6,6.6,,4.0,8.0,6.0,Average,Below Average,Average,"Cartographers made a median salary of $68,900 in 2021. The best-paid 25% made $86,000 that year, while the lowest-paid 25% made $58,000. Most cartography hopefuls will get a bachelor's degree in cartography, geography, civil engineering or another similar field. While in school, students should develop a familiarity and be comfortable with GIS (geographic information system) technology, but not to the detriment of a comprehensive cartography education. ""The field is changing so rapidly that the knowledge a student obtains should not be tied to a specific software, or scripting and coding language,"" Buckingham says. ""Instead, the education [should be] rooted in the fundamentals of spatial thinking and problem solving. To think this way, students are prepared to adapt with the rapidly changing field."" ",https://money.usnews.com/careers/best-jobs/cartographer,1,0,cartography,3,239
